Identifier,Lat,Long
CACO_HW-4s,41.934300000,-70.005200000
CACO_Nieski,41.934754000,-70.053645000
CACO_WNW-123,41.936600000,-70.001100000
HeRRON - Dog Leg,41.939690000,-70.053470000
UPDE_SHCR_2011,41.940000000,-75.280000000
SHCR 2011,41.940000000,-75.280000000
UPDE_EBDE_2011,41.940000000,-75.270000000
UPDE_WBDR_Conductivity_2012,41.940000000,-75.280000000
WBDR_2011,41.940000000,-75.280000000
UPDE_WBDR_Turbidity_2012,41.940000000,-75.280000000
UPDE_WBDR_DO_2012,41.940000000,-75.280000000
UPDE_WBDR_Dissolved Oxygen % Saturation_2012,41.940000000,-75.280000000
UPDE_WBDR_pH_2012,41.940000000,-75.280000000
UPDE_WBDR_Temp_2012,41.940000000,-75.280000000
SHCR_2011,41.940059000,-75.289615000
UPDE_WBDR_2016,41.940387000,-75.282206200
CACO_High Toss,41.943832000,-70.056714000
UPDE_EBDR_2015,41.944000000,-75.279000000
CACO_WNW-30,41.944000000,-70.020300000
HeRRON - High Toss,41.944080000,-70.057370000
CACO_DH_WaterLevel,41.945629000,-70.080003000
CACO_Seagrass_MA20.1,41.945903000,-70.079550000
UPDE_EBDR_2016,41.949116000,-75.279760000
CACO_Bound Brook,41.954308000,-70.053557000
UPDE_SACR_2015,41.956332000,-75.296561000
CACO_WNW-105,41.960700000,-70.012300000
CACO_Black Pond Road,41.961570000,-70.027479000
CACO_Ryder Beach,41.963321000,-70.065616000
CACO_WNW-122,41.963400000,-70.016600000
CACO_TSW-257,41.968900000,-70.045000000
CACO_TSW-256,41.973200000,-70.023600000
CACO_TSW-216,41.978700000,-70.065900000
CACO_TSW-261,41.985400000,-70.039100000
CACO_TSW-282,41.986900000,-70.019900000
DEAN_MORA_LONGMIRE,42.000000000,-100.000000000
CACO_TSW-258,42.017100000,-70.060000000
CACO_TSW-106,42.035500000,-70.060700000
CACO_WE-T (we2),42.035903000,-70.201676105
CACO_WE-U (we3),42.035953000,-70.201893276
CACO_WE-L (we1),42.036817000,-70.199533632
CACO_TSW-134,42.042700000,-70.079200000
CACO_HH-T (hh2),42.062126000,-70.229587575
CACO_HH-U (hh3),42.062481000,-70.228602705
CACO_HH-L (hh1),42.064208000,-70.236725432
CACO_PT-5,42.064600000,-70.216100000
CIRO_Circle_001,42.076254000,-113.680830000
CIRO_SF-Circle_001,42.077681000,-113.707022000
CIRO_NF-Circle_001,42.090693000,-113.707035000
CIRO_Almo_001,42.126794000,-113.659879000
FOLA_06670500,42.200523000,-104.538291000
BOHA_CALISL,42.342644000,-70.894678000
BOHA_OUTBRE,42.342953000,-70.874550000
BOHA_GREISL,42.353822000,-70.892136000
BOHA_NOAA_Boston,42.355000000,-71.050000000
AGFO_06454100,42.423611000,-103.792222000
MNRR_06465500,42.739722000,-98.222778000
MNRR_06478522,42.765280000,-97.172570000
NIOB_06461500,42.902222000,-100.362222000
CRMO_L-Cotton_001,43.487939700,-113.593478280
WICA_BC_Springs,43.522916667,-103.373863889
WICA_Calcite Lake,43.548590000,-103.479970000
WICA Well 2,43.552770000,-103.443653000
MABI_2Hall,43.630163890,-72.517886110
MABIPA,43.633361100,-72.542633000
GRTE_USGSADAPS_433825110350101,43.640277778,-110.583611100
MCI_METISL,43.895522000,-69.119108000
HTLN_PIPE_Temp_ABFLS,44.015031000,96.319762000
HTLN_PIPE_Temp_LOW1,44.015774000,-96.326259000
ACAD_BASHAR,44.224575000,-68.321758000
ACAD_SHIHAR,44.225394000,-68.317222000
YELL_Lewis,44.276000000,-110.636000000
ACAD_LITHUN,44.298267000,-68.207881000
ACAD_OTTPOI,44.306758000,-68.189900000
ACAD_JPBuoy,44.331110139,-68.255263210
ACAD_LITMOO,44.331372000,-68.048550000
ACAD_OTRC,44.332718000,-68.206772000
ACAD_SCHPOI,44.334383000,-68.057614000
YELL_ShoshoneCreek,44.348000000,-110.795000000
YELL_ShoshoneOutlet,44.355000000,-110.664000000
YELL_SHCr_UnnamedTrib,44.358000000,-110.800000000
YELL_SH_UnnamedTrib,44.364000000,-110.789000000
MCI_PETMAN,44.366044000,-67.863861000
ACAD_MCHT_WaterLevel,44.373774000,-68.328438000
ACAD_NOAA_Bar Harbor,44.392000000,-68.205000000
YELL_USGS_06036805,44.459333300,-110.822272200
YELL_UGB_Old Faithful a_temp,44.460400000,-110.828500000
YELL_oldfaithful_b_temp,44.460400000,-110.828500000
YELL_UGB_Beehive,44.462600000,-110.829900000
YELL_UGB_Giantess,44.463600000,-110.829000000
YELL_UGB_Lion,44.464000000,-110.831000000
YELL_UGB_Aurum,44.464600000,-110.829500000
JODA_John-Day_001,44.566501800,-119.646420280
YELL_USGS_06186500,44.567091670,-110.380405600
DETO_C2,44.579896000,-104.703819000
DETO_C3,44.580075000,-104.702902000
DETO_C4,44.580529000,-104.703249000
DETO_C1,44.581057000,-104.706199000
DETO_M1,44.585764000,-104.702358000
DETO_M2,44.586145000,-104.700605000
DETO_M3,44.586179000,-104.700119000
DETO_NM-3,44.587794000,-104.700248000
DETO_NM-2,44.588710000,-104.701916000
DETO_NM-1,44.589085000,-104.702530000
DETO_06427850,44.589428000,-104.703855000
DETO_P1,44.591839000,-104.702840000
DETO_P2,44.592417000,-104.702255000
DETO_P3,44.592719000,-104.701470000
YELL_USGS_06036905,44.620183300,-110.863502800
YELL_USGS_006037100,44.640800000,-110.861063900
YELL_USGS_06037100,44.640800000,-110.861063900
JODA_Bridge_001,44.655171770,-120.251890750
YELL_USGS_06037500,44.657072200,-111.067963900
YELL_Norris_Echinus,44.721900000,-110.702200000
YELL_Norris_Porkchop,44.722300000,-110.708300000
YELL_Norris_Vixen,44.722900000,-110.707000000
YELL_Norris_Cistern_Spring,44.723020000,-110.704060000
YELL_Norris_Emerald,44.725600000,-110.704300000
YELL_Norris_Steam Valve Spring,44.726000000,-110.703300000
YELL_Norris_Bathtub_Spring,44.726400000,-110.704300000
YELL_Norris_Congress,44.727800000,-110.701400000
YELL_Norris_Constant,44.728475920,-110.703249620
YELL_USGS_06036940,44.732725000,-110.713252800
YELL_WashSouth,44.763000000,-110.475000000
YELL_WashTop,44.807000000,-110.435000000
YELL_WN2,44.825000000,-110.446000000
BICA Mason Lovel,44.829200000,-108.158500000
YELL_WN1,44.866000000,-110.411000000
YELL_TowerSpringbox1,44.916591000,-110.420779000
YELL_Tower,44.922000000,-110.413000000
GLKN_SLBE_05,44.922210000,-85.883275550
YELL_USGS_06188000,44.928177780,-110.394269400
YELL_Mammoth,44.965000000,-110.692000000
YELL_Test01,44.975127000,-110.698181000
YELL_Test02,44.975127000,-110.698281000
YELL_USGS_06190540,44.985133300,-110.689344400
YELL_USGS_06191000,44.992344400,-110.690975000
YELL_USGS_06191500,44.992344400,-110.690975000
YELL_USGS_06187915,45.002830560,-110.001872200
YELL_Gardiner,45.030000000,-110.720000000
YELL_RiversStreams_Reese_Creek,45.057219000,-110.787189000
LCR1,45.098200000,-108.295500000
YELL_Corwin,45.111637000,-110.793936000
GLKN_SLBE_01,45.125900000,-86.024695180
LIBI_S01,45.566298290,-107.442180000
LIBI_453400107263001,45.566380000,-107.442230000
LIBI_USGSADAPS_453400107263001,45.566640060,-107.442306100
BIHO_USGSADAPS_453800113390001,45.633255160,-113.650901000
BIHO_NF-BHR_001,45.651664140,-113.644282000
WHMI_Mill_001,46.043664880,-118.465170320
WHMI_Doan_001,46.044167000,-118.463377000
SACN_USGS_05333500,46.076111110,-92.246666670
LEWI_Skipanon_30a,46.123330000,-123.920509000
LEWI_Colewort_30a,46.125107000,-123.883864000
SACN_USGS_05331833,46.171388889,-91.329166670
LEWI_Megler_100a,46.251477000,-123.863967000
NEPE_Jim-Ford_001,46.354296030,-115.918679570
GRKO_WSD,46.397170000,-112.762700000
GRKO_S01,46.408834880,-112.745249000
NEPE_Lapwai_001,46.449356280,-116.818164230
NEPE_Lapwai_002,46.450016020,-116.819499204
GLKN_WS_PIRO_MiRi_01,46.474296000,-86.531276000
GLKN_WS_PIRO_MoRi_01,46.525660000,-86.487130000
PIRO_PIRO_LoCr_H4-1,46.558010000,-86.337420000
GLKN_PIRO_04,46.572200000,-86.334800000
GLKN_PIRO_01,46.649200000,-86.032600000
MORA_OhanaOHCA_1780a,46.733339000,-121.572270000
MORA_LZ35,46.737998000,-121.678015000
MORA_NisqNIBO_2000a,46.738011000,-121.913215000
MORA_NisqNILO_2300a,46.747236000,-121.813419000
MORA_LON,46.749632000,-121.811698000
MORA_LN03,46.765045000,-121.892861000
MORA_Paradise_4440a,46.775260000,-121.746229000
MORA_z09-00f,46.776558000,-121.702253121
MORA_NisqNIGB_3800a,46.778860000,-121.766663000
MORA_PAW,46.784848000,-121.741927000
MORA_PAR,46.786355000,-121.742260000
MORA_p00-XXX,46.807801000,-121.892073511
MORA_o14-00a,46.814258000,-121.556643342
MORA_LP19,46.822842000,-121.895041000
MORA_MUR,46.835523000,-121.733195000
MORA_p00-XXX_b,46.860233330,-121.947750000
MORA_p02-XXX_b,46.862300000,-121.927916700
MORA_p02-XXX,46.864033330,-121.944816700
MORA_LW32,46.886548000,-121.522095000
MORA_Fryingpan_3820a,46.887148000,-121.610656000
MORA_w17-00a,46.887451000,-121.610690244
MORA_SG_Fryingpan,46.888316000,-121.609377000
MORA_White_3640a,46.892136000,-121.597517000
MORA_w00-00s,46.892521600,-121.670092000
MORA_w00-00n_b,46.895665940,-121.584116700
MORA_w00-00o,46.896175000,-121.588908218
MORA_w00-00p,46.898039000,-121.618530316
MORA_RTSG_White,46.898080000,-121.618924000
MORA_SG_Klickitat,46.898139929,-121.551689019
MORA_WIT,46.898735000,-121.619026000
MORA_w00-00n,46.899660000,-121.570961099
MORA_w19-00a,46.902105000,-121.638685060
MORA_w14-00a,46.904386000,-121.561040259
MORA_w00-00l,46.908006000,-121.549548249
MORA_w13-00a,46.908018000,-121.549400680
MORA_m00-XXX_b,46.913583330,-121.919883300
MORA_w12-00a,46.913613000,-121.544942197
MORA_m00-00e,46.913950000,-121.894500000
MORA_m05-00a,46.914716670,-121.892883300
MORA_SUP,46.914807000,-121.642235000
MORA_m00-00d_b,46.915550000,-121.901650000
MORA_m00_00d,46.916350000,-121.899083300
MORA_m00-00d,46.916400000,-121.899050000
MORA_SUN,46.919153000,-121.652133000
THRO_06336000,46.919458000,-103.528243000
MORA_m00-XXX,46.920883330,-121.934133300
MORA_m02-XXX_b,46.923116670,-121.927366700
MORA_m02-XXX,46.923450000,-121.936500000
MORA_f12-00a,46.923947000,-121.726635000
MORA_w00-10.5a,46.931933000,-121.534146545
MORA_W09-00a,46.933400000,-121.533423000
MORA_w00-00i,46.936600000,-121.533217716
MORA_w00-00h,46.950356000,-121.532211084
MORA_LH14,46.950782000,-121.593123000
MORA_LH15,46.953427000,-121.619067000
MORA_w07-00a,46.955481000,-121.527694347
MORA_w00-6.5a,46.961361000,-121.530056724
MORA_editCarbonSideChannelAliceFalls,46.962310000,-121.794450000
MORA_White_2830a,46.964092000,-121.529894000
MORA_w00-00g,46.964141000,-121.529980568
MORA_w06-00a,46.968814000,-121.537227476
MORA_w00-00f,46.970222000,-121.533994506
MORA_c09-00a,46.972595000,-121.830946280
MORA_w00-XXX,46.989520000,-121.537175440
MORA_c06-00a,46.993103000,-121.853133603
MORA_CRS,46.994498000,-121.913354000
MORA_c03-00a,46.994504000,-121.914656351
MORA_c00-00a,46.996169000,-121.912807559
MORA_c04-00a,46.996260000,-121.884816738
KNRI_06340590,47.354749000,-101.395680000
OLYM_MET_QUO,47.537429810,-123.681404114
OLYM_MET_QUF,47.570224762,-123.658233643
OLYM_Matheny_180a,47.574972000,-124.107097000
OLYM_MET_KRS,47.603084564,-124.369651794
OLYM_Kalaloch_20a,47.606790000,-124.368218000
OLYM_CZY,47.619655000,-123.280348000
OLYM-MLK,47.624898000,-123.206342000
OLYM-HEA,47.785125000,-123.177928000
OLYM_MET_HGS,47.809265137,-123.453842163
OLYM_MET_HOO,47.814895630,-124.040969849
OLYM_MET_HOF,47.835758209,-123.983207703
OLYM_MET_HRS,47.859729767,-123.932327271
OLYM-Hoh,47.898682000,-123.786217000
ISRO_b1,47.922763270,-89.144725270
ISRO_b2,47.932033650,-89.106509830
OLYM_MET_DPC,47.949474335,-123.260528564
OLYM_SFCalawah_405a,47.955517000,-124.249877000
OLYM_SolDuc_1550a,47.971950000,-123.869790000
OLYM_MET_DPO,47.975555420,-123.301864624
OLYM_MET_DPF,47.980922699,-123.309005737
OLYM_MET_ERS,48.016677856,-123.589836121
GLKN_ISRO_03,48.041045400,-88.700539800
OLYM_Barnes_590a,48.056238000,-123.800190000
OLYM_MET_LCL,48.091712952,-123.799690247
ISRO_a1,48.092420950,-88.597519930
ISRO_a2,48.094650370,-88.609982310
OLYM_Umbrella_65a,48.133378000,-124.624462000
OLYM_MET_OZE,48.154785156,-124.669403076
OLYM_Ozette_20a,48.157041000,-124.671025000
EBLA_EbeysWC_90a,48.190840000,-122.706177000
NOCA_SM0202,48.291080000,-120.552351000
GLAC_S05,48.306964600,-113.483697000
NOCA_Stehekin_1200a,48.321795000,-120.689653000
GLKN_VOYA_22,48.334038469,-92.486683350
NOCA_Company_1270a,48.350682000,-120.726423000
GLKN_VOYA_21,48.397944687,-92.525256395
NOCA_MR1201,48.408209000,-120.712172000
NOCA_NFCascade_1930a,48.479490000,-121.153374000
GLAC_013,48.484498998,-114.102238511
GLAC_S06,48.485472000,-114.034240000
NOCA_Bridge_3990a,48.485601000,-120.705154000
GLKN_VOYA_05,48.498376828,-92.887589181
NOCA_MA0301,48.546372000,-120.834081000
SAJH_MET_ENGCMP,48.580700000,-123.146171000
GLAC_830,48.593388790,-114.034409400
GLAC_N15,48.593648830,-114.035995700
GLAC_829,48.594271700,-114.033989200
GLAC_822.001,48.606741355,-113.688395352
GLAC_823.001,48.606870663,-113.688253052
GLAC_823.002,48.606870663,-113.688253052
GLAC_824.001,48.607907173,-113.689325654
GLAC_827.001,48.608958880,-113.687045507
GLAC_827.002,48.608958880,-113.687045507
GLAC_105,48.668513983,-113.927025097
NOCA_21a25s,48.671106000,-121.519965000
NOCA_Newhalem_490a,48.671184000,-121.256553000
NOCA_Goodell_490a,48.673945000,-121.265076000
GLAC_838.001,48.681438701,-113.732237610
GLAC_838.002,48.681438701,-113.732237610
GLAC_836.001,48.685810638,-113.731938125
GLAC_836.002,48.685810638,-113.731938125
GLAC_835.002,48.687106018,-113.731276540
GLAC_835.001,48.687106018,-113.731276540
GLAC_839.001,48.690004619,-113.729007640
GLAC_839.002,48.690004619,-113.729007640
GLAC_S04,48.691692630,-113.716343000
GLAC_N14,48.695254050,-113.717796600
GLAC_809.001,48.704219682,-113.705196178
GLAC_809.002,48.704219682,-113.705196178
GLAC_809.003,48.704219682,-113.705196178
GLAC_810.001,48.704519708,-113.703540176
GLAC_810.002,48.704519708,-113.703540176
GLAC_811.001,48.704809198,-113.704235477
GLAC_811.002,48.704809198,-113.704235477
GLAC_811.003,48.704809198,-113.704235477
GLAC_808,48.706034640,-113.702653800
NOCA_Ruby_1680a,48.707891000,-120.975505000
Diablo Lake Thunder Arm,48.710183000,-121.102529000
GLAC_820.001,48.710947911,-113.675350139
GLAC_819.001,48.711815619,-113.674455835
GLAC_819.002,48.711815619,-113.674455835
GLAC_805,48.718124820,-113.640468600
NOCA_LS0701,48.748010000,-121.501072000
GLAC_005,48.751420652,-114.176942350
GLAC_S01,48.795453100,-113.680465000
NOCA_MC0301,48.857114000,-121.432095000
GLAC_098,48.870097031,-114.263959070
NOCA_MC1402,48.890245000,-121.330941000
GLAC_006,48.973325336,-114.356718603
NOCA_21a37s,48.975872000,-121.250415000
GLAC_N16,48.982351000,-113.630731400
GLAC_864,48.983816545,-113.631384803
GLAC_863,48.984417201,-113.630691955
GLAC_022,48.994117410,-114.466380000
SITK_IN,57.052797000,-135.317486000
KATM_DAKAL_DA001,58.115488000,-154.692696000
KATM_DECOL_DE001,58.351277000,-154.243334000
KATM_HAGLL_HA001,58.398466000,-154.178380000
GLBA_FQ_SA_test,58.452350000,-135.740900000
GLBA_BLTA2,58.455120000,-135.888760000
KATM_LBROO_BR007_Archived,58.464360000,-156.002950000
KATM_LBROO_BR001_Archived,58.472760000,-156.037810000
KATM_LBROO_BR002_Archived,58.482790000,-155.969590000
KATM_MARGC_STREAM,58.485934484,-155.577723084
KATM_LBROO_BR008_Archived,58.491470000,-155.987310000
KATM_LBROO_BR009_Archived,58.502730000,-155.833020000
KATM_NAKNL_I001_Archived,58.504770000,-155.623540000
KATM_NAKNL_I001,58.504771010,-155.623544010
KATM_LBROO_BR003_Archived,58.510920000,-155.885110000
KATM_UPATC_STREAM,58.511338375,-155.803890375
KATM_LBROO_BR011_Archived,58.511920000,-155.816280000
KATM_NAKNL_I004,58.513499000,-155.641172990
KATM_NAKNL_I004_Archived,58.513500000,-155.641170000
KATM_NAKNL_I010_Archived,58.515390000,-155.486280000
KATM_NAKNL_I010,58.515392980,-155.486284980
KATM_LBROO_BR005_Archived,58.519860000,-155.885570000
KATM_LBROO_BR005,58.519860000,-155.885570000
KATM_LBROO_BR012_Archived,58.520860000,-155.816750000
KATM_NAKNL_03_TEMP_Archived,58.521800000,-155.602550000
KATM_NAKNL_03_TEMP,58.521800000,-155.602550000
KATM_NAKNL_I008,58.522879020,-155.607171970
KATM_NAKNL_I008_Archived,58.522880000,-155.607170000
KATM_NAKNL_I007,58.523729030,-155.538314970
KATM_NAKNL_I007_Archived,58.523730000,-155.538310000
KATM_NAKNL_I011,58.524339990,-155.486649930
KATM_NAKNL_I011_Archived,58.524340000,-155.486650000
KATM_LBROO_01_TEMP,58.529770000,-155.853960000
KATM_LBROO_01_TEMP_Archived,58.530141000,-155.854101000
KATM_NAKNL_I002_Archived,58.531160000,-155.659240000
KATM_NAKNL_I002,58.531164030,-155.659242030
KATM_NAKNL_I005,58.532675040,-155.538714030
KATM_NAKNL_I005_Archived,58.532680000,-155.538710000
KATM_NAKNL_I003,58.533286000,-155.487056030
KATM_NAKNL_I003_Archived,58.533290000,-155.487060000
KATM_NAKNL_I009,58.534256030,-155.400954020
KATM_NAKNL_I009_Archived,58.534260000,-155.400950000
KATM_LBROO_BR006_Archived,58.538010000,-155.869340000
KATM_LBROOO_Q,58.547580000,-155.795480000
KATM_LBROOO_HOBO,58.547580000,-155.795480000
KATM_NAKNL_E004,58.562658030,-155.748703000
KATM_NAKNL_E004_Archived,58.562660000,-155.748700000
KATM_NAKNL_E007_Archived,58.571600000,-155.749160000
KATM_NAKNL_E007,58.571603030,-155.749156970
KATM_NAKNL_E001,58.572297970,-155.697444980
KATM_NAKNL_E001_Archived,58.572300000,-155.697440000
KATM_NAKNL_E010,58.597959000,-155.785021040
KATM_NAKNL_E010_Archived,58.597960000,-155.785020000
KATM_NANKL_E006_Archived,58.606660000,-155.802740000
KATM_NAKNL_E006,58.606663020,-155.802739960
KATM_JOJOL_JO001_Archived,58.609700000,-155.218100000
KATM_JOJOL_JO001,58.609700000,-155.218100000
KATM_NAKNL_E008,58.612795980,-155.993041010
KATM_KAKNL_E008_Archived,58.612800000,-155.993040000
KATM_NANKL_E003_Archived,58.613060000,-155.975790000
KATM_NAKNL_E003,58.613063020,-155.975785020
KATM_NAKNL_W011,58.616329950,-156.197269940
KATM_NAKNL_W011_Archived,58.616330000,-156.197270000
KATM_NAKNL_02_TEMP_Archived,58.616570000,-156.037400000
KATM_NAKNL_02_TEMP,58.616570000,-156.037400000
KATM_NAKNL_N002,58.624355960,-155.725616980
KATM_NAKNL_N002_Archived,58.624360000,-155.725600000
KATM_NAKNL_W001_Archived,58.626150000,-156.146080000
KATM_NAKNL_W001,58.626150020,-156.146076960
GLBA_LBWA2,58.626560000,-137.657944000
KATM_NAKNL_N001_Archived,58.626770000,-155.535680000
KATM_NAKNL_N001,58.626772970,-155.535702000
KATM_NAKNL_E002_Archived,58.629590000,-156.063140000
KATM_NAKNL_E002,58.629590040,-156.063135010
KATM_NAKNL_E005,58.631736980,-155.925015000
KATM_NAKNL_E005_Archived,58.631740000,-155.925020000
KATM_NAKNL_N008_Archived,58.632350000,-155.795140000
KATM_NAKNL_N008,58.632352970,-155.795136990
KATM_NAKNL_E011_Archived,58.632505400,-155.873194300
KATM_NAKNL_W013,58.633100000,-156.249900000
KATM_NAKNL_W013_Archived,58.633310000,-156.249900000
KATM_NAKNL_01_TEMP_Archived,58.636731000,-155.636751000
KATM_NAKNL_01_TEMP,58.637250000,-155.638730000
KATM_NAKNL_N004_Archived,58.640560000,-155.847400000
KATM_NAKNL_N004,58.640561030,-155.847418020
KATM_NAKNL_N011,58.641289920,-155.795579970
KATM_NAKNL_N011_Archived,58.641290000,-155.795580000
KATM_NAKNL_W008,58.641339040,-156.302615960
KATM_NAKNL_W008_Archived,58.641340000,-156.302620000
KATM_NAKNL_W010,58.641646990,-156.285347990
KATM_NANKL_W010_Archived,58.641650000,-156.285350000
KATM_NAKNL_N010,58.642245960,-155.726515020
KATM_NAKNL_N010_Archived,58.642250000,-155.726520000
KATM_NAKNL_E009,58.647477020,-156.064208990
KATM_NAKNL_E009_Archived,58.647480000,-156.064210000
KATM_NAKNL_W007,58.649969970,-156.320487020
KATM_NAKNL_W007_Archived,58.649970000,-156.320490000
KATM_NAKNL_W004_Archived,58.659220000,-156.303810000
KATM_NAKNL_W004,58.659222000,-156.303814990
KATM_NAKNL_N007_Archived,58.662550000,-155.537300000
KATM_NAKNL_N007,58.662551960,-155.537301010
KATM_NAKNL_N006,58.665855010,-155.952563970
KATM_NAKNL_N006_Archived,58.665860000,-155.952560000
KATM_IDAVC_STREAM,58.666210000,-155.670840000
KATM_NAKNL_N003,58.667387980,-155.848860960
KATM_NAKNL_N003_Archived,58.667390000,-155.848840000
KATM_NAKNL_W002,58.667541030,-156.338976000
KATM_NAKNLO_HOBO,58.673162825,-156.457398897
KATM_NAKNLO_Q,58.673162825,-156.457398897
KATM_NAKNLO_SONDE,58.676732462,-156.457395000
KATM_NAKNL_OUTLET_Archived,58.681840000,-156.435030000
KATM_NAKNL_W005,58.686968020,-156.253742010
KATM_NAKNL_W005_Archived,58.686970000,-156.253720000
KATM_LGROS_GR001_Archived,58.689500000,-155.299100000
KATM_LGROS_GR001,58.689500000,-155.299100000
KATM_NAKNL_N009,58.701366040,-155.971900010
KATM_NAKNL_N009_Archived,58.701370000,-155.971900000
KATM_NAKNL_W006_Archived,58.703300000,-156.341410000
KATM_NAKNL_W006,58.703304020,-156.341414030
KATM_NAKNL_W009_Archived,58.713180000,-156.290110000
KATM_NAKNL_W009,58.713182010,-156.290114020
GLBA_GLIA2,58.721868000,-136.295032000
KATM_LCOVI_CO001_Archived,58.748800000,-155.596300000
KATM_LCOVI_CO001,58.748800000,-155.596300000
KATM_IDAVL_ID001 - Archived,58.761000000,-155.936700000
KATM_IDAVL_ID001,58.761000000,-155.936700000
KATM_MURRL_MU001_Archived,58.784000000,-155.069600000
KATM_MURRL_MU001,58.784000000,-155.069600000
KATM_HAMML_HA001_Archived,58.854500000,-155.144800000
KATM_HAMML_HA001,58.854500000,-155.144800000
GLBA_GQIA2,58.917300000,-136.584400000
KATM_KULIL_KU001_Archived,58.976400000,-155.022400000
KATM_KULIL_KU001,58.976400000,-155.022400000
KATM_NONVL_NO001_Archived,58.977400000,-155.187300000
KATM_NONVL_NO001,58.977400000,-155.187300000
GLBA_GNLA2,58.977700000,-136.100930000
GLBA_GNUA2,58.983680000,-136.100390000
KATM_PIRAL_PI001,58.997100000,-154.705800000
KATM_PIRAL_PI001_Archived,59.003460000,-154.716680000
KATM_BATTL_BA001_Archived,59.085700000,-154.947900000
KATM_BATTL_BA001,59.085700000,-154.947900000
GLBA_DHWA2,59.090630000,-138.214629000
GLBA_DBWA2,59.167840000,-138.484020000
KATM_KUKAL_KU001_Archived,59.175900000,-155.275800000
KATM_KUKAL_KU001,59.175900000,-155.275800000
KATM_SPECL_SP001_Archived,59.207800000,-154.862600000
KATM_SPECL_SP001,59.207800000,-154.862600000
KATM_MIRRL_MI001_Archived,59.236800000,-154.760100000
KATM_MIRRL_MI001,59.236800000,-154.760100000
KLGO_DWSA2,59.511900000,-135.346920000
KLGO_GOTA2,59.526300000,-135.187220000
KEFJ_DELIL_DE001,59.550857000,-150.280307000
KEFJ_DESIL_DE001,59.595039000,-150.256928000
KLGO_SPCA2,59.656800000,-135.267820000
KLGO_CKPA2,59.695300000,-135.259220000
LACL_NEWHR_RM22_001,59.919518000,-154.885521000
LACL_NEWHR_RM22_002,59.923896000,-154.882786000
LACL_TAZIR_STREAM,59.931250000,-154.813550000
LACL_TAZIR_001,59.931333330,-154.813772200
LACL_HICKL_HI001_Archived,59.935320000,-152.926410000
LACL_HICKL_HI001,59.936200000,-152.924100000
LACL_SIXML_001,59.946300000,-154.862584000
LACL_SISAC_001,59.987960000,-152.683852000
LACL_LTAZL_LT001 - Archived,59.993320000,-154.482370000
LACL_LTAZL_LT001,59.995600000,-154.476000000
LACL_LCLARO_Q,60.015010000,-154.754760000
LACL_LCLARO_HOBO_01,60.017036100,-154.755119400
LACL_LCLARO_SONDE,60.017036100,-154.755119400
LACL_LCLAO_001,60.018610000,-154.755650000
LACL_SBAYL_001,60.020872220,-154.665833300
LACL_LCLAR_L004,60.037680000,-154.758100000
LACL_LCLAR_L004_Archived,60.037680000,-154.758100000
LACL_LCLAR_L010,60.037790000,-154.740100000
LACL_LCLAR_L010_Archived,60.037790000,-154.740100000
LACL_LCLAR_L008,60.038160000,-154.668060000
LACL_LCLAR_L008_Archived,60.038160000,-154.668060000
LACL_UTAZL_UT001,60.046100000,-154.120000000
LACL_UTAZL_UT001_Archived,60.048600000,-154.155760000
LACL_LCLAR_L007,60.055960000,-154.686440000
LACL_LCLAR_L007_Archived,60.055960000,-154.686440000
LACL_LCLAR_TEMP_01,60.069916667,-154.638200000
LACL_LCLAR_L001,60.073650000,-154.722870000
LACL_LCLAR_L001_Archived,60.073650000,-154.722870000
LACL_LCLAR_L003,60.083050000,-154.632900000
LACL_LCLAR_L003_Archived,60.083050000,-154.632900000
LACL_LCLAR_L002,60.091630000,-154.705230000
LACL_LCLAR_L002_Archived,60.091630000,-154.705230000
LACL_LCLAR_L005,60.091990000,-154.633070000
LACL_LCLAR_L005_Archived,60.091990000,-154.633070000
LACL_LCLAR_L006,60.092070000,-154.615030000
LACL_LCLAR_L006_Archived,60.092070000,-154.615030000
LACL_FLATI_001,60.095830000,-154.543410000
LACL_LCLAR_L009,60.128150000,-154.543470000
LACL_LCLAR_L009_Archived,60.128150000,-154.543470000
LACL_LCLAR_TEMP_02,60.142566667,-154.475133333
LACL_LCLAR_M001,60.144300000,-154.486150000
LACL_LCLAR_M001_Archived,60.144300000,-154.486150000
LACL_KONTL_KU004_Archived,60.150823500,-153.895444200
LACL_KONTL_KU001_Archived,60.155312600,-153.922541200
LACL_KONTL_KU002_Archived,60.155317500,-153.931578200
LACL_KONTL_KU005_Archived,60.155325500,-153.949652400
LACL_KONTL_KU010_Archived,60.159799300,-153.958683800
LACL_KONTL_KU008_Archived,60.164275600,-153.985796800
LACL_KONTL_KU003_Archived,60.168743200,-153.967713300
LACL_LCLAR_M004,60.171370000,-154.414220000
LACL_LCLAR_M004_Archived,60.171370000,-154.414220000
LACL_KONTL_KU006_Archived,60.173215800,-153.976750900
LACL_KONTL_KU009_Archived,60.177686700,-154.021963900
LACL_KONTL_KL008_Archived,60.180239200,-154.184500900
LACL_LCLAR_M008,60.180370000,-154.396240000
LACL_LCLAR_M008_Archived,60.180370000,-154.396240000
LACL_CHULR_001,60.182110000,-154.578050000
LACL_KONTL_KL001 - Archived,60.184730000,-154.166440000
LACL_KONTL_KL001,60.184733500,-154.166435800
LACL_KONTL_KL004_Archived,60.184764400,-154.139300400
